,Date,Close
795,2019-09-07,10455.88
794,2019-09-08,10381.18
793,2019-09-09,10303.12
792,2019-09-10,10098.15
791,2019-09-11,10158.33
790,2019-09-12,10415.01
789,2019-09-13,10342.06
788,2019-09-14,10335.02
787,2019-09-15,10302.01
786,2019-09-16,10251.31
785,2019-09-17,10187.82
784,2019-09-18,10156.99
783,2019-09-19,10244.29
782,2019-09-20,10168.59
781,2019-09-21,9986.39
780,2019-09-22,10028.87
779,2019-09-23,9702.25
778,2019-09-24,8493.14
777,2019-09-25,8430.05
776,2019-09-26,8063.73
775,2019-09-27,8177.91
774,2019-09-28,8198.81
773,2019-09-29,8043.82
772,2019-09-30,8289.34
771,2019-10-01,8292.44
770,2019-10-02,8359.94
769,2019-10-03,8223.96
768,2019-10-04,8137.13
767,2019-10-05,8126.19
766,2019-10-06,7854.25
765,2019-10-07,8190.09
764,2019-10-08,8168.39
763,2019-10-09,8560.74
762,2019-10-10,8558.03
761,2019-10-11,8258.5
760,2019-10-12,8300.09
759,2019-10-13,8275.01
758,2019-10-14,8348.2
757,2019-10-15,8159.29
756,2019-10-16,7991.74
755,2019-10-17,8070.58
754,2019-10-18,7947.01
753,2019-10-19,7948.01
752,2019-10-20,8223.35
751,2019-10-21,8197.27
750,2019-10-22,8020.0
749,2019-10-23,7466.62
748,2019-10-24,7412.41
747,2019-10-25,8655.02
746,2019-10-26,9230.0
745,2019-10-27,9529.93
744,2019-10-28,9205.14
743,2019-10-29,9407.62
742,2019-10-30,9154.72
741,2019-10-31,9140.85
740,2019-11-01,9231.61
739,2019-11-02,9289.52
738,2019-11-03,9194.71
737,2019-11-04,9393.35
736,2019-11-05,9308.66
735,2019-11-06,9339.05
734,2019-11-07,9216.2
733,2019-11-08,8773.73
732,2019-11-09,8809.41
731,2019-11-10,9039.47
730,2019-11-11,8733.27
729,2019-11-12,8821.94
728,2019-11-13,8777.12
727,2019-11-14,8646.68
726,2019-11-15,8471.73
725,2019-11-16,8491.02
724,2019-11-17,8502.4
723,2019-11-18,8187.17
722,2019-11-19,8133.64
721,2019-11-20,8098.01
720,2019-11-21,7627.74
719,2019-11-22,7268.23
718,2019-11-23,7311.57
717,2019-11-24,6903.28
716,2019-11-25,7109.57
715,2019-11-26,7156.14
714,2019-11-27,7508.52
713,2019-11-28,7419.49
712,2019-11-29,7739.68
711,2019-11-30,7541.89
710,2019-12-01,7390.89
709,2019-12-02,7294.28
708,2019-12-03,7292.71
707,2019-12-04,7194.32
706,2019-12-05,7389.0
705,2019-12-06,7527.47
704,2019-12-07,7488.21
703,2019-12-08,7510.11
702,2019-12-09,7338.64
701,2019-12-10,7224.13
700,2019-12-11,7210.0
699,2019-12-12,7198.08
698,2019-12-13,7258.48
697,2019-12-14,7064.05
696,2019-12-15,7118.59
695,2019-12-16,6891.72
694,2019-12-17,6623.82
693,2019-12-18,7277.83
692,2019-12-19,7150.3
691,2019-12-20,7187.83
690,2019-12-21,7132.75
689,2019-12-22,7501.44
688,2019-12-23,7317.09
687,2019-12-24,7255.77
686,2019-12-25,7204.63
685,2019-12-26,7202.0
684,2019-12-27,7254.74
683,2019-12-28,7316.14
682,2019-12-29,7388.24
681,2019-12-30,7246.0
680,2019-12-31,7195.23
679,2020-01-01,7200.85
678,2020-01-02,6965.71
677,2020-01-03,7344.96
676,2020-01-04,7354.11
675,2020-01-05,7358.75
674,2020-01-06,7758.0
673,2020-01-07,8145.28
672,2020-01-08,8055.98
671,2020-01-09,7817.76
670,2020-01-10,8197.02
669,2020-01-11,8020.01
668,2020-01-12,8184.98
667,2020-01-13,8110.34
666,2020-01-14,8810.01
665,2020-01-15,8821.41
664,2020-01-16,8720.01
663,2020-01-17,8913.28
662,2020-01-18,8915.96
661,2020-01-19,8701.7
660,2020-01-20,8642.35
659,2020-01-21,8736.03
658,2020-01-22,8682.36
657,2020-01-23,8404.52
656,2020-01-24,8439.0
655,2020-01-25,8340.58
654,2020-01-26,8615.0
653,2020-01-27,8907.57
652,2020-01-28,9374.21
651,2020-01-29,9301.53
650,2020-01-30,9513.21
649,2020-01-31,9352.89
648,2020-02-01,9384.61
647,2020-02-02,9331.51
646,2020-02-03,9292.24
645,2020-02-04,9197.02
644,2020-02-05,9612.04
643,2020-02-06,9772.0
642,2020-02-07,9813.73
641,2020-02-08,9895.05
640,2020-02-09,10151.75
639,2020-02-10,9851.83
638,2020-02-11,10223.08
637,2020-02-12,10326.46
636,2020-02-13,10229.63
635,2020-02-14,10344.36
634,2020-02-15,9904.72
633,2020-02-16,9917.27
632,2020-02-17,9706.0
631,2020-02-18,10164.71
630,2020-02-19,9593.79
629,2020-02-20,9596.42
628,2020-02-21,9677.05
627,2020-02-22,9650.86
626,2020-02-23,9936.4
625,2020-02-24,9656.13
624,2020-02-25,9315.84
623,2020-02-26,8785.25
622,2020-02-27,8823.21
621,2020-02-28,8692.91
620,2020-02-29,8523.61
619,2020-03-01,8531.88
618,2020-03-02,8915.24
617,2020-03-03,8760.07
616,2020-03-04,8750.87
615,2020-03-05,9054.68
614,2020-03-06,9131.88
613,2020-03-07,8886.66
612,2020-03-08,8033.31
611,2020-03-09,7929.87
610,2020-03-10,7894.56
609,2020-03-11,7934.52
608,2020-03-12,4800.0
607,2020-03-13,5578.6
606,2020-03-14,5172.06
605,2020-03-15,5361.3
604,2020-03-16,5028.97
603,2020-03-17,5312.64
602,2020-03-18,5393.04
601,2020-03-19,6162.37
600,2020-03-20,6208.36
599,2020-03-21,6186.98
598,2020-03-22,5816.19
597,2020-03-23,6467.31
596,2020-03-24,6744.72
595,2020-03-25,6677.43
594,2020-03-26,6737.36
593,2020-03-27,6359.11
592,2020-03-28,6236.65
591,2020-03-29,5881.42
590,2020-03-30,6394.38
589,2020-03-31,6410.44
588,2020-04-01,6642.92
587,2020-04-02,6794.09
586,2020-04-03,6734.1
585,2020-04-04,6856.99
584,2020-04-05,6772.78
583,2020-04-06,7329.9
582,2020-04-07,7197.32
581,2020-04-08,7361.28
580,2020-04-09,7283.54
579,2020-04-10,6858.92
578,2020-04-11,6876.83
577,2020-04-12,6903.79
576,2020-04-13,6837.91
575,2020-04-14,6868.7
574,2020-04-15,6621.24
573,2020-04-16,7101.94
572,2020-04-17,7027.55
571,2020-04-18,7248.6
570,2020-04-19,7120.74
569,2020-04-20,6826.83
568,2020-04-21,6841.37
567,2020-04-22,7125.14
566,2020-04-23,7482.39
565,2020-04-24,7505.0
564,2020-04-25,7538.67
563,2020-04-26,7693.1
562,2020-04-27,7774.62
561,2020-04-28,7738.98
560,2020-04-29,8778.57
559,2020-04-30,8620.0
558,2020-05-01,8826.96
557,2020-05-02,8972.05
556,2020-05-03,8894.16
555,2020-05-04,8871.96
554,2020-05-05,9021.83
553,2020-05-06,9142.92
552,2020-05-07,9986.4
551,2020-05-08,9800.01
550,2020-05-09,9539.4
549,2020-05-10,8722.77
548,2020-05-11,8561.52
547,2020-05-12,8810.79
546,2020-05-13,9309.37
545,2020-05-14,9791.98
544,2020-05-15,9316.42
543,2020-05-16,9381.27
542,2020-05-17,9680.04
541,2020-05-18,9733.93
540,2020-05-19,9775.53
539,2020-05-20,9511.43
538,2020-05-21,9068.65
537,2020-05-22,9170.0
536,2020-05-23,9179.15
535,2020-05-24,8720.34
534,2020-05-25,8900.35
533,2020-05-26,8841.18
532,2020-05-27,9204.07
531,2020-05-28,9575.89
530,2020-05-29,9427.07
529,2020-05-30,9697.72
528,2020-05-31,9448.27
527,2020-06-01,10200.77
526,2020-06-02,9518.04
525,2020-06-03,9666.24
524,2020-06-04,9789.06
523,2020-06-05,9621.16
522,2020-06-06,9666.3
521,2020-06-07,9746.99
520,2020-06-08,9782.01
519,2020-06-09,9772.43
518,2020-06-10,9885.0
517,2020-06-11,9280.4
516,2020-06-12,9465.13
515,2020-06-13,9473.34
514,2020-06-14,9342.1
513,2020-06-15,9426.02
512,2020-06-16,9525.59
511,2020-06-17,9465.14
510,2020-06-18,9386.32
509,2020-06-19,9310.23
508,2020-06-20,9358.95
507,2020-06-21,9294.69
506,2020-06-22,9685.69
505,2020-06-23,9624.89
504,2020-06-24,9296.49
503,2020-06-25,9249.49
502,2020-06-26,9162.21
501,2020-06-27,9012.0
500,2020-06-28,9116.35
499,2020-06-29,9192.56
498,2020-06-30,9138.55
497,2020-07-01,9232.0
496,2020-07-02,9086.54
495,2020-07-03,9058.26
494,2020-07-04,9135.46
493,2020-07-05,9069.41
492,2020-07-06,9344.2
491,2020-07-07,9257.39
490,2020-07-08,9436.06
489,2020-07-09,9232.43
488,2020-07-10,9288.34
487,2020-07-11,9234.03
486,2020-07-12,9302.75
485,2020-07-13,9242.62
484,2020-07-14,9255.85
483,2020-07-15,9197.6
482,2020-07-16,9133.72
481,2020-07-17,9154.32
480,2020-07-18,9170.28
479,2020-07-19,9208.99
478,2020-07-20,9160.78
477,2020-07-21,9390.0
476,2020-07-22,9518.16
475,2020-07-23,9603.27
474,2020-07-24,9537.8
473,2020-07-25,9700.42
472,2020-07-26,9931.54
471,2020-07-27,11029.96
470,2020-07-28,10906.27
469,2020-07-29,11100.53
468,2020-07-30,11099.61
467,2020-07-31,11335.46
466,2020-08-01,11801.17
465,2020-08-02,11071.35
464,2020-08-03,11219.81
463,2020-08-04,11191.97
462,2020-08-05,11744.91
461,2020-08-06,11762.46
460,2020-08-07,11594.23
459,2020-08-08,11761.41
458,2020-08-09,11681.68
457,2020-08-10,11892.92
456,2020-08-11,11392.08
455,2020-08-12,11564.33
454,2020-08-13,11780.0
453,2020-08-14,11760.54
452,2020-08-15,11852.4
451,2020-08-16,11911.0
450,2020-08-17,12281.13
449,2020-08-18,11945.01
448,2020-08-19,11754.59
447,2020-08-20,11853.55
446,2020-08-21,11531.34
445,2020-08-22,11662.96
444,2020-08-23,11648.13
443,2020-08-24,11748.2
442,2020-08-25,11318.42
441,2020-08-26,11461.43
440,2020-08-27,11330.38
439,2020-08-28,11526.91
438,2020-08-29,11465.84
437,2020-08-30,11711.16
436,2020-08-31,11649.51
435,2020-09-01,11921.97
434,2020-09-02,11388.54
433,2020-09-03,10140.85
432,2020-09-04,10446.25
431,2020-09-05,10166.69
430,2020-09-06,10256.2
429,2020-09-07,10373.44
428,2020-09-08,10126.65
427,2020-09-09,10219.2
426,2020-09-10,10336.87
425,2020-09-11,10387.89
424,2020-09-12,10440.92
423,2020-09-13,10332.83
422,2020-09-14,10671.77
421,2020-09-15,10785.31
420,2020-09-16,10954.01
419,2020-09-17,10939.99
418,2020-09-18,10933.39
417,2020-09-19,11080.65
416,2020-09-20,10920.28
415,2020-09-21,10417.22
414,2020-09-22,10529.61
413,2020-09-23,10241.46
412,2020-09-24,10736.32
411,2020-09-25,10686.67
410,2020-09-26,10728.6
409,2020-09-27,10774.25
408,2020-09-28,10696.12
407,2020-09-29,10840.48
406,2020-09-30,10776.59
405,2020-10-01,10619.13
404,2020-10-02,10570.4
403,2020-10-03,10542.06
402,2020-10-04,10666.63
401,2020-10-05,10792.21
400,2020-10-06,10599.66
399,2020-10-07,10666.39
398,2020-10-08,10925.57
397,2020-10-09,11050.64
396,2020-10-10,11293.22
395,2020-10-11,11369.02
394,2020-10-12,11528.25
393,2020-10-13,11420.56
392,2020-10-14,11417.89
391,2020-10-15,11505.12
390,2020-10-16,11319.32
389,2020-10-17,11360.2
388,2020-10-18,11503.14
387,2020-10-19,11751.47
386,2020-10-20,11909.99
385,2020-10-21,12780.96
384,2020-10-22,12968.52
383,2020-10-23,12923.07
382,2020-10-24,13111.73
381,2020-10-25,13028.83
380,2020-10-26,13052.19
379,2020-10-27,13636.17
378,2020-10-28,13266.4
377,2020-10-29,13455.7
376,2020-10-30,13560.1
375,2020-10-31,13791.0
374,2020-11-01,13761.5
373,2020-11-02,13549.37
372,2020-11-03,14023.53
371,2020-11-04,14144.01
370,2020-11-05,15590.02
369,2020-11-06,15579.92
368,2020-11-07,14818.3
367,2020-11-08,15475.1
366,2020-11-09,15328.41
365,2020-11-10,15297.21
364,2020-11-11,15684.24
363,2020-11-12,16291.86
362,2020-11-13,16320.7
361,2020-11-14,16070.45
360,2020-11-15,15957.0
359,2020-11-16,16713.57
358,2020-11-17,17659.38
357,2020-11-18,17776.12
356,2020-11-19,17802.82
355,2020-11-20,18655.67
354,2020-11-21,18703.8
353,2020-11-22,18414.43
352,2020-11-23,18368.0
351,2020-11-24,19160.01
350,2020-11-25,18719.11
349,2020-11-26,17149.47
348,2020-11-27,17139.52
347,2020-11-28,17719.85
346,2020-11-29,18184.99
345,2020-11-30,19695.87
344,2020-12-01,18764.96
343,2020-12-02,19204.09
342,2020-12-03,19421.9
341,2020-12-04,18650.52
340,2020-12-05,19147.66
339,2020-12-06,19359.4
338,2020-12-07,19166.9
337,2020-12-08,18324.11
336,2020-12-09,18541.28
335,2020-12-10,18254.63
334,2020-12-11,18036.53
333,2020-12-12,18808.69
332,2020-12-13,19174.99
331,2020-12-14,19273.14
330,2020-12-15,19426.43
329,2020-12-16,21335.52
328,2020-12-17,22797.16
327,2020-12-18,23107.39
326,2020-12-19,23821.61
325,2020-12-20,23455.52
324,2020-12-21,22719.71
323,2020-12-22,23810.79
322,2020-12-23,23232.76
321,2020-12-24,23729.2
320,2020-12-25,24712.47
319,2020-12-26,26493.39
318,2020-12-27,26281.66
317,2020-12-28,27079.41
316,2020-12-29,27385.0
315,2020-12-30,28875.54
314,2020-12-31,28923.63
313,2021-01-01,29331.69
312,2021-01-02,32178.33
311,2021-01-03,33000.05
310,2021-01-04,31988.71
309,2021-01-05,33949.53
308,2021-01-06,36769.36
307,2021-01-07,39432.28
306,2021-01-08,40582.81
305,2021-01-09,40088.22
304,2021-01-10,38150.02
303,2021-01-11,35404.47
302,2021-01-12,34051.24
301,2021-01-13,37371.38
300,2021-01-14,39144.5
299,2021-01-15,36742.22
298,2021-01-16,35994.98
297,2021-01-17,35828.61
296,2021-01-18,36631.27
295,2021-01-19,35891.49
294,2021-01-20,35468.23
293,2021-01-21,30850.13
292,2021-01-22,32945.17
291,2021-01-23,32078.0
290,2021-01-24,32259.9
289,2021-01-25,32254.2
288,2021-01-26,32467.77
287,2021-01-27,30366.15
286,2021-01-28,33364.86
285,2021-01-29,34252.2
284,2021-01-30,34262.88
283,2021-01-31,33092.98
282,2021-02-01,33526.37
281,2021-02-02,35466.24
280,2021-02-03,37618.87
279,2021-02-04,36936.66
278,2021-02-05,38290.24
277,2021-02-06,39186.94
276,2021-02-07,38795.69
275,2021-02-08,46374.87
274,2021-02-09,46420.42
273,2021-02-10,44807.58
272,2021-02-11,47969.51
271,2021-02-12,47287.6
270,2021-02-13,47153.69
269,2021-02-14,48577.79
268,2021-02-15,47911.1
267,2021-02-16,49133.45
266,2021-02-17,52119.71
265,2021-02-18,51552.6
264,2021-02-19,55906.0
263,2021-02-20,55841.19
262,2021-02-21,57408.57
261,2021-02-22,54087.67
260,2021-02-23,48891.0
259,2021-02-24,49676.2
258,2021-02-25,47073.73
257,2021-02-26,46276.87
256,2021-02-27,46106.43
255,2021-02-28,45135.66
254,2021-03-01,49587.03
253,2021-03-02,48440.65
252,2021-03-03,50349.37
251,2021-03-04,48374.09
250,2021-03-05,48751.71
249,2021-03-06,48882.2
248,2021-03-07,50971.75
247,2021-03-08,52375.17
246,2021-03-09,54884.5
245,2021-03-10,55851.59
244,2021-03-11,57773.16
243,2021-03-12,57221.72
242,2021-03-13,61188.39
241,2021-03-14,58968.31
240,2021-03-15,55605.2
239,2021-03-16,56900.75
238,2021-03-17,58912.97
237,2021-03-18,57648.16
236,2021-03-19,58030.01
235,2021-03-20,58102.28
234,2021-03-21,57351.56
233,2021-03-22,54083.25
232,2021-03-23,54340.89
231,2021-03-24,52303.65
230,2021-03-25,51293.78
229,2021-03-26,55025.59
228,2021-03-27,55817.14
227,2021-03-28,55777.63
226,2021-03-29,57635.47
225,2021-03-30,58746.57
224,2021-03-31,58740.55
223,2021-04-01,58720.44
222,2021-04-02,58950.01
221,2021-04-03,57051.94
220,2021-04-04,58202.01
219,2021-04-05,59129.99
218,2021-04-06,57991.15
217,2021-04-07,55953.45
216,2021-04-08,58077.52
215,2021-04-09,58142.54
214,2021-04-10,59769.13
213,2021-04-11,60002.43
212,2021-04-12,59860.0
211,2021-04-13,63575.0
210,2021-04-14,62959.53
209,2021-04-15,63159.98
208,2021-04-16,61334.8
207,2021-04-17,60006.66
206,2021-04-18,56150.01
205,2021-04-19,55633.14
204,2021-04-20,56425.0
203,2021-04-21,53787.63
202,2021-04-22,51690.96
201,2021-04-23,51125.14
200,2021-04-24,50047.84
199,2021-04-25,49066.77
198,2021-04-26,54001.39
197,2021-04-27,55011.97
196,2021-04-28,54846.22
195,2021-04-29,53555.0
194,2021-04-30,57694.27
193,2021-05-01,57800.37
192,2021-05-02,56578.21
191,2021-05-03,57169.39
190,2021-05-04,53200.01
189,2021-05-05,57436.11
188,2021-05-06,56393.68
187,2021-05-07,57314.75
186,2021-05-08,58862.05
185,2021-05-09,58240.84
184,2021-05-10,55816.14
183,2021-05-11,56670.02
182,2021-05-12,49631.32
181,2021-05-13,49670.97
180,2021-05-14,49841.45
179,2021-05-15,46762.99
178,2021-05-16,46431.5
177,2021-05-17,43538.04
176,2021-05-18,42849.78
175,2021-05-19,36690.09
174,2021-05-20,40526.64
173,2021-05-21,37252.01
172,2021-05-22,37449.73
171,2021-05-23,34655.25
170,2021-05-24,38796.29
169,2021-05-25,38324.72
168,2021-05-26,39241.91
167,2021-05-27,38529.98
166,2021-05-28,35663.49
165,2021-05-29,34605.15
164,2021-05-30,35641.27
163,2021-05-31,37253.81
162,2021-06-01,36693.09
161,2021-06-02,37568.68
160,2021-06-03,39246.79
159,2021-06-04,36829.0
158,2021-06-05,35513.2
157,2021-06-06,35796.31
156,2021-06-07,33552.79
155,2021-06-08,33380.81
154,2021-06-09,37388.05
153,2021-06-10,36675.72
152,2021-06-11,37331.98
151,2021-06-12,35546.11
150,2021-06-13,39020.57
149,2021-06-14,40516.29
148,2021-06-15,40144.04
147,2021-06-16,38349.01
146,2021-06-17,38092.97
145,2021-06-18,35819.84
144,2021-06-19,35483.72
143,2021-06-20,35600.16
142,2021-06-21,31608.93
141,2021-06-22,32509.56
140,2021-06-23,33678.07
139,2021-06-24,34663.09
138,2021-06-25,31584.45
137,2021-06-26,32283.65
136,2021-06-27,34700.34
135,2021-06-28,34494.89
134,2021-06-29,35911.73
133,2021-06-30,35045.0
132,2021-07-01,33504.69
131,2021-07-02,33786.55
130,2021-07-03,34669.13
129,2021-07-04,35286.51
128,2021-07-05,33690.14
127,2021-07-06,34220.01
126,2021-07-07,33862.12
125,2021-07-08,32875.71
124,2021-07-09,33815.81
123,2021-07-10,33502.87
122,2021-07-11,34258.99
121,2021-07-12,33086.63
120,2021-07-13,32729.77
119,2021-07-14,32820.02
118,2021-07-15,31880.0
117,2021-07-16,31383.87
116,2021-07-17,31520.07
115,2021-07-18,31778.56
114,2021-07-19,30839.65
113,2021-07-20,29790.35
112,2021-07-21,32144.51
111,2021-07-22,32287.83
110,2021-07-23,33634.09
109,2021-07-24,34258.14
108,2021-07-25,35381.02
107,2021-07-26,37237.6
106,2021-07-27,39457.87
105,2021-07-28,40019.56
104,2021-07-29,40016.48
103,2021-07-30,42206.37
102,2021-07-31,41461.83
101,2021-08-01,39845.44
100,2021-08-02,39147.82
99,2021-08-03,38207.05
98,2021-08-04,39723.18
97,2021-08-05,40862.46
96,2021-08-06,42836.87
95,2021-08-07,44572.54
94,2021-08-08,43794.37
93,2021-08-09,46253.4
92,2021-08-10,45584.99
91,2021-08-11,45511.0
90,2021-08-12,44399.0
89,2021-08-13,47800.0
88,2021-08-14,47068.51
87,2021-08-15,46973.82
86,2021-08-16,45901.29
85,2021-08-17,44695.95
84,2021-08-18,44705.29
83,2021-08-19,46760.62
82,2021-08-20,49322.47
81,2021-08-21,48821.87
80,2021-08-22,49239.22
79,2021-08-23,49488.85
78,2021-08-24,47674.01
77,2021-08-25,48973.32
76,2021-08-26,46843.87
75,2021-08-27,49069.9
74,2021-08-28,48895.35
73,2021-08-29,48767.83
72,2021-08-30,46982.91
71,2021-08-31,47100.89
70,2021-09-01,48810.52
69,2021-09-02,49246.64
68,2021-09-03,49999.14
67,2021-09-04,49915.64
66,2021-09-05,51756.88
65,2021-09-06,52663.9
64,2021-09-07,46863.73
63,2021-09-08,46048.31
62,2021-09-09,46395.14
61,2021-09-10,44850.91
60,2021-09-11,45173.69
59,2021-09-12,46025.24
58,2021-09-13,44940.73
57,2021-09-14,47111.52
56,2021-09-15,48121.41
55,2021-09-16,47737.82
54,2021-09-17,47299.98
53,2021-09-18,48292.74
52,2021-09-19,47241.75
51,2021-09-20,43015.62
50,2021-09-21,40734.38
49,2021-09-22,43543.61
48,2021-09-23,44865.26
47,2021-09-24,42810.57
46,2021-09-25,42670.64
45,2021-09-26,43160.9
44,2021-09-27,42147.35
43,2021-09-28,41026.54
42,2021-09-29,41524.28
41,2021-09-30,43824.1
40,2021-10-01,48141.61
39,2021-10-02,47634.9
38,2021-10-03,48200.01
37,2021-10-04,49224.94
36,2021-10-05,51471.99
35,2021-10-06,55315.0
34,2021-10-07,53785.22
33,2021-10-08,53951.43
32,2021-10-09,54949.72
31,2021-10-10,54659.0
30,2021-10-11,57471.35
29,2021-10-12,55996.93
28,2021-10-13,57367.0
27,2021-10-14,57347.94
26,2021-10-15,61672.42
25,2021-10-16,60875.57
24,2021-10-17,61528.33
23,2021-10-18,62009.84
22,2021-10-19,64280.59
21,2021-10-20,66001.41
20,2021-10-21,62193.15
19,2021-10-22,60688.22
18,2021-10-23,61286.75
17,2021-10-24,60852.22
16,2021-10-25,63078.78
15,2021-10-26,60328.81
14,2021-10-27,58413.44
13,2021-10-28,60575.89
12,2021-10-29,62253.71
11,2021-10-30,61859.19
10,2021-10-31,61299.8
9,2021-11-01,60911.11
8,2021-11-02,63219.99
7,2021-11-03,62896.48
6,2021-11-04,61395.01
5,2021-11-05,60937.12
4,2021-11-06,61470.61
3,2021-11-07,63273.59
2,2021-11-08,67525.83
